adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001493152-25-028071	1397016	OPTEX SYSTEMS HOLDINGS INC	3827	US	TX	RICHARDSON	75081	1420 PRESIDENTIAL DRIVE		972-764-5700	US	TX	RICHARDSON	75081	1420 PRESIDENTIAL DRIVE		US	DE	000000000	SUSTUT EXPLORATION INC	20070419	4-NON	0	0930	10-K	20250930	2025	FY	20251217	2025-12-17 09:31:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-028127	1684688	ATLAS CRITICAL MINERALS CORP	1040	BR		MINAS GERAIS	30112-010	BELO HORIZONTE		55-31-3956-1109	BR		MINAS GERAIS	30112-010	BELO HORIZONTE		MH		000000000	JUPITER GOLD CORP	20160914	4-NON	0	1231	F-1/A	20250630			20251217	2025-12-17 16:04:00.0	0	1	formf-1a_htm.xml	1	
0001493152-25-028190	1729944	IMAC HOLDINGS, INC.	8093	US	TN	FRANKLIN	37067	3401 MALLORY LANE	SUITE 100	844-266-4622	US	TN	FRANKLIN	37067	3401 MALLORY LANE	SUITE 100	US	DE	473579961	IMAC HOLDINGS LLC	20180131	4-NON	0	1231	10-Q	20250930	2025	Q3	20251217	2025-12-17 16:59:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-028195	2026353	AETHER HOLDINGS, INC.	7372	US	NY	NEW YORK	10018	1441 BROADWAY,	30TH FLOOR	(347) 363-0886	US	NY	NEW YORK	10018	1441 BROADWAY,	30TH FLOOR	US	DE	352818803			4-NON	0	0930	10-K	20250930	2025	FY	20251217	2025-12-17 17:01:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-028202	1119643	NUTRA PHARMA CORP	2833	US	FL	CORAL SPRINGS	33071	12538 W. ATLANTIC BLVD.		(954) 509-0911	US	FL	CORAL SPRINGS	33071	12538 W. ATLANTIC BLVD.		US	CA	912021600	CYBER VITAMIN COM	20000717	4-NON	0	1231	10-Q	20240331	2024	Q1	20251217	2025-12-17 17:08:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-028285	1923891	NANO NUCLEAR ENERGY INC.	4911	US	NY	NEW YORK	10018	10 TIMES SQUARE	30TH FLOOR	6046875792	US	NY	NEW YORK	10018	10 TIMES SQUARE	30TH FLOOR	US	NV	000000000			4-NON	0	0930	10-K	20250930	2025	FY	20251218	2025-12-18 08:17:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-028364	1022505	SIDECHANNEL, INC.	7374	US	MA	WORCESTER	01608	146 MAIN STREET	SUITE 405	512-649-7700	US	MA	WORCESTER	01608	146 MAIN STREET	SUITE 405	US	DE	860837077	CIPHERLOC CORP	20150423	4-NON	0	0930	10-K	20250930	2025	FY	20251218	2025-12-18 16:31:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-028430	1976900	DFP HOLDINGS LTD	8200	TW		TAIPEI CITY	115607	1/F., NO. 22, LANE 50, SECTION 3,	NANGANG ROAD, NANGANG DISTRICT,	886287722001	TW		TAIPEI CITY	115607	1/F., NO. 22, LANE 50, SECTION 3,	NANGANG ROAD, NANGANG DISTRICT,	US	NV	000000000			4-NON	0	0930	10-K	20250930	2025	FY	20251219	2025-12-19 06:16:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-028477	2027265	MASTERBEEF GROUP	5812	HK		KWAI CHUNG, NEW TERRITORIES	0000	UNIT 1509-10, TOWER 1	EVER GAIN PLAZA 88 CONTAINER PORT ROAD	852 3953 9388	HK		KWAI CHUNG, NEW TERRITORIES	0000	UNIT 1509-10, TOWER 1	EVER GAIN PLAZA 88 CONTAINER PORT ROAD	HK		000000000			4-NON	0	1231	6-K	20250630	2025	Q2	20251219	2025-12-19 12:51:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-028506	318299	SPARTA COMMERCIAL SERVICES, INC.	7389	US	NY	NEW YORK	10017	555 FIFTH AVENUE	14TH FLOOR	2122392666	US	NY	NEW YORK	10017	555 FIFTH AVENUE	14TH FLOOR			300298178	TOMAHAWK INDUSTRIES INC	20001120	4-NON	0	0430	10-Q	20251031	2026	Q2	20251219	2025-12-19 14:10:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-028614	1630113	BIOTRICITY INC.	3841	US	CA	REDWOOD CITY	94065	203 REDWOOD PARKWAY	SUITE 600	(800) 590-4155	US	CA	REDWOOD CITY	94065	203 REDWOOD PARKWAY	SUITE 600	US	NV	472548273	METASOLUTIONS, INC.	20150107	4-NON	0	0331	S-1	20250930			20251219	2025-12-22 17:30:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-028615	2033383	FUSEMACHINES INC.	7373	US	FL	FORT LAUDERDALE	33308	2400 EAST COMMERCIAL BOULEVARD	SUITE 900	954-315-9381	US	FL	FORT LAUDERDALE	33308	2400 EAST COMMERCIAL BOULEVARD	SUITE 900			000000000	CSLM HOLDINGS INC.	20240809	4-NON	0	1231	S-1	20250930			20251222	2025-12-19 17:40:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-028628	1487718	AMERICAN BATTERY MATERIALS, INC.	1400	US	CT	GREENWICH	06830	500 WEST PUTNAM AVENUE	SUITE 400	800-998-7962	US	CT	GREENWICH	06830	500 WEST PUTNAM AVENUE	SUITE 400	US	DE	223956444	BOXSCORE BRANDS, INC.	20180301	4-NON	0	1231	S-1/A	20250930			20251222	2025-12-19 20:54:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-028698	1959994	AUSTRALIAN OILSEEDS HOLDINGS LTD	2070	AU		COOTAMUNDRA	2590	126-142 COWCUMBLA STREET		02 6942 4347	AU		COOTAMUNDRA	2590	126-142 COWCUMBLA STREET		KY		000000000			4-NON	0	0630	F-1/A	20250630			20251222	2025-12-22 10:46:00.0	0	1	formf-1a_htm.xml	1	
0001493152-25-028798	1868419	CYCURION, INC.	7371	US	VA	MCLEAN	22102	1640 BORO PLACE, FOURTH FLOOR		888-341-6680	US	VA	MCLEAN	22102	1640 BORO PLACE, FOURTH FLOOR		US	DE	863720717	WESTERN ACQUISITION VENTURES CORP.	20210617	4-NON	0	1231	S-1	20250930			20251222	2025-12-22 16:42:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-028813	908259	ONCOTELIC THERAPEUTICS, INC.	2834	US	CA	AGUORA HILLS	91301	29397 AGOURA RD.	#107	650-635-7000	US	CA	AGUORA HILLS	91301	29397 AGOURA RD.	#107	US	DE	133679168	MATEON THERAPEUTICS INC	20160613	4-NON	0	1231	S-1/A	20250930			20251222	2025-12-22 17:18:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-028842	1880431	VOCODIA HOLDINGS CORP	7371	US	FL	BOCA RATON	33487	7781 NW BEACON SQUARE BLVD.	UNIT 102-V64	(561) 484-5234	US	FL	BOCA RATON	33487	7781 NW BEACON SQUARE BLVD.	UNIT 102-V64	US	WY	863519415			4-NON	0	1231	10-Q	20250930	2025	Q3	20251222	2025-12-22 17:28:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-028852	1756064	TG-17, INC.	4899	US	MA	BOSTON	02115	292 NEWBURY STREET, NO. 485		617-648-9100	US	NY	NEW YORK	10004	85 BROAD	17TH FLOOR	US	DE	831751618			4-NON	0	1231	S-1/A	20250930			20251222	2025-12-22 17:31:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-028855	1893657	RUBBER LEAF INC	3714	CN		NINGBO, ZHEJIANG	315506	QIXING ROAD, WENG'AO INDUSTRIAL ZONE	CHUNHU SUBDISTRICT, FENGHUA DISTRICT	86-18217730800	CN		NINGBO, ZHEJIANG	315506	QIXING ROAD, WENG'AO INDUSTRIAL ZONE	CHUNHU SUBDISTRICT, FENGHUA DISTRICT	US	NV	320655276			4-NON	0	1231	S-1/A	20241231			20251222	2025-12-23 06:54:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-028857	1807887	LASER PHOTONICS CORP	3690	US	FL	ORLANDO	32810	1101 NORTH KELLER ROAD	SUITE G-2	407-804-1000	US	FL	ORLANDO	32810	1101 NORTH KELLER ROAD	SUITE G-2	US	WY	843628771			4-NON	0	1231	10-Q	20250930	2025	Q3	20251223	2025-12-22 17:44:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-028891	1775734	BENEFICIENT	6199	US	TX	DALLAS	75201	325 N. SAINT PAUL STREET	SUITE 4850	2144454705	US	TX	DALLAS	75201	325 N. SAINT PAUL STREET	SUITE 4850	US	NV	721573705	BENEFICIENT CO GROUP, L.P.	20190503	4-NON	0	0331	S-1	20250930			20251223	2025-12-22 22:02:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-028894	1945240	ROMA GREEN FINANCE LTD	8742	HK		HONG KONG	000	FLAT 605, 6/F, TAI TUNG BUILDING	8 FLEMING ROAD, WAN CHAI	(852) 2529 6878	HK		HONG KONG	000	FLAT 605, 6/F, TAI TUNG BUILDING	8 FLEMING ROAD, WAN CHAI	KY		000000000			4-NON	0	0331	6-K	20250930	2026	Q2	20251223	2025-12-23 06:03:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-028897	1471727	SRX HEALTH SOLUTIONS, INC.	2080	US	FL	NORTH PALM BEACH	33408	801 US HIGHWAY 1		813-792-4352	US	FL	NORTH PALM BEACH	33408	801 US HIGHWAY 1		US	DE	834284557	BETTER CHOICE CO INC.	20190315	4-NON	0	0930	S-1/A	20250930			20251223	2025-12-23 06:09:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-028946	1119643	NUTRA PHARMA CORP	2833	US	FL	CORAL SPRINGS	33071	12538 W. ATLANTIC BLVD.		(954) 509-0911	US	FL	CORAL SPRINGS	33071	12538 W. ATLANTIC BLVD.		US	CA	912021600	CYBER VITAMIN COM	20000717	4-NON	0	1231	10-Q	20240630	2024	Q2	20251223	2025-12-23 13:16:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-029057	2024114	GROWHUB LTD	7374	SG		SINGAPORE	409051	60 PAYA LEBAR ROAD	#12-37 PAYA LEBAR SQUARE	65 6993 9430	SG		SINGAPORE	409051	60 PAYA LEBAR ROAD	#12-37 PAYA LEBAR SQUARE			000000000				0	1231	6-K	20250630	2025	Q2	20251223	2025-12-23 16:31:00.0	0	0	form6-k_htm.xml	1	
0001493152-25-029075	1711141	LEEF BRANDS INC.	2833	CA	BC	VANCOUVER	V6E 4N7	SUITE 1500, 1055 WEST GEORGIA ST.		4083079366	CA	BC	VANCOUVER	V6E 4N7	SUITE 1500, 1055 WEST GEORGIA ST.		CA	BC	000000000	ICANIC BRANDS CO INC.	20210507	4-NON	0	0731	S-1/A	20250930			20251223	2025-12-23 16:56:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-029094	1410738	VOIP-PAL.COM INC	3661	US	TX	WACO	76710	7215 BOSQUE BLVD	SUITE 102	253-219-9512	US	TX	WACO	76710	7215 BOSQUE BLVD	SUITE 102	US	NV	980184110			4-NON	0	0930	10-K	20250930	2025	FY	20251223	2025-12-23 17:17:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029100	1878379	USA OPPORTUNITY INCOME ONE, INC.	6162	PR		SAN JUAN	00901	404 AVE CONSTITUCION, #208		800-305-5310	PR		SAN JUAN	00901	404 AVE CONSTITUCION, #208		PR		660985204	USA OPPORTUNITY INCOME FUND, INC.	20210813	4-NON	0	1231	10-Q	20250930	2025	Q3	20251223	2025-12-29 10:02:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-029121	1846416	HENNESSY CAPITAL INVESTMENT CORP. VII	6770	US	NV	ZEPHYR COVE	83014	195 US HWY 50	SUITE 207	(307) 201-1903	US	NV	ZEPHYR COVE	83014	195 US HWY 50	SUITE 207	US	DE	861975394			4-NON	0	1231	S-4	20250930			20251223	2025-12-23 17:30:00.0	0	1	forms-4_htm.xml	2	2096204
0001493152-25-029123	1674440	AIRWA INC.	7370	US	DE	SMYRNA	19977	74 E. GLENWOOD AVE. #320		(443) 407-7564	US	DE	SMYRNA	19977	74 E. GLENWOOD AVE. #320		US	DE	611789640	CONNEXA SPORTS TECHNOLOGIES INC.	20220516	4-NON	0	0430	10-Q	20251031	2026	Q2	20251223	2025-12-23 17:30:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-029210	2029039	NASUS PHARMA LTD	2834	IL		TEL AVIV - YAFO	6618003	29 HARAKEVET ST		972 54-255-3956	IL		TEL AVIV - YAFO	6618003	29 HARAKEVET ST		IL		516022712				0	1231	6-K	20250630	2025	Q2	20251229	2025-12-29 08:01:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-029212	1957001	FENBO HOLDINGS LTD	3634	HK		KWUN TONG, KOWLOON	0000	UNIT J, 19/F, WORLD TECH CENTRE	95 HOW MING ROAD	852-2343-3328	HK		KWUN TONG, KOWLOON	0000	UNIT J, 19/F, WORLD TECH CENTRE	95 HOW MING ROAD	KY		000000000			4-NON	0	1231	6-K	20250630	2025	Q2	20251229	2025-12-29 08:02:00.0	0	0	form6-k_htm.xml	1	
0001493152-25-029339	1447380	MOBIVITY HOLDINGS CORP.	7372	US	AZ	CHANDLER	85226	3133 WEST FRYE ROAD	SUITE 215	877-282-7660	US	AZ	CHANDLER	85226	3133 WEST FRYE ROAD	SUITE 215	US	NV	263439095	COMMERCETEL CORP	20101007	4-NON	0	1231	10-Q	20250930	2025	Q3	20251229	2025-12-29 15:26:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-029365	1998781	IB ACQUISITION CORP.	6770	US	FL	BOCA RATON	33431	2500 N MILITARY TRAIL, SUITE 160-A		214-687-0020	US	FL	BOCA RATON	33431	2500 N MILITARY TRAIL, SUITE 160-A		US	NV	852946784			4-NON	0	0930	10-K	20250930	2025	FY	20251229	2025-12-29 16:06:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029367	2023796	FITNESS CHAMPS HOLDINGS LTD	7990	SG		SINGAPORE	569880	7030 ANG MO KIO AVENUE 5	#04-48 NORTHSTAR@AMK	65 98391807	SG		SINGAPORE	569880	7030 ANG MO KIO AVENUE 5	#04-48 NORTHSTAR@AMK	SG		000000000			4-NON	0	1231	6-K	20250630			20251229	2025-12-29 16:11:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-029371	1903870	FORAFRIC GLOBAL PLC	2040	GI		GIBRALTAR	GX111AA	UNIT 5.3, MADISON BUILDING	MIDTOWN, QUEENSWAY	011 350 20072505	GI		GIBRALTAR	GX111AA	UNIT 5.3, MADISON BUILDING	MIDTOWN, QUEENSWAY	GI		000000000	FORAFRIC GLOBAL PLC.	20220609	4-NON	0	1231	6-K	20250630	2025	Q2	20251229	2025-12-29 16:16:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-029383	1435064	CEMTREX INC	3670	US	NY	BROOKLYN	11222	276 GREENPOINT AVE. BLD 8 SUITE 208		631 756 9116	US	NY	BROOKLYN	11222	276 GREENPOINT AVE. BLD 8 SUITE 208		US	DE	000000000			4-NON	0	0930	10-K	20250930	2025	FY	20251229	2025-12-29 16:31:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029443	2033264	VERTICAL DATA INC.	8742	US	NV	HENDERSON	89014	1887 WHITNEY MESA DRIVE #9810		7026132328	US	NV	HENDERSON	89014	1887 WHITNEY MESA DRIVE #9810		US	NV	992841705			4-NON	0	0930	10-K	20250930	2025	FY	20251229	2025-12-29 17:24:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029472	1517681	PROPANC BIOPHARMA, INC.	2834	AU		CAMBERWELL, VICTORIA	3124	302/6 BUTLER STREET		61-03-9882-0780	AU		CAMBERWELL, VICTORIA	3124	302/6 BUTLER STREET		US	DE	330662986	PROPANC HEALTH GROUP CORP	20110408	4-NON	0	0630	S-1	20250930			20251230	2025-12-29 20:05:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-029524	932021	GLOBAL TECHNOLOGIES LTD	3663	US	NC	GREENSBORO	27408	806 GREEN VALLEY ROAD	SUITE 200	(973) 233-5151	US	NC	GREENSBORO	27408	806 GREEN VALLEY ROAD	SUITE 200	US	DE	860970492			4-NON	0	0630	10-K	20250630	2025	FY	20251230	2025-12-30 10:25:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029526	1589150	REGEN BIOPHARMA INC	2834	US	CA	LA MESA	91942	4700 SPRING ST #304		619-722-5505	US	CA	LA MESA	91942	4700 SPRING ST #304		US	NV	455192997			4-NON	0	0930	10-K	20250930	2025	FY	20251230	2025-12-30 10:39:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029590	1937891	AMC ROBOTICS CORP	5700	US	NY	NEW YORK	10170	420 LEXINGTON AVE, SUITE 2446		917-353-8978	US	NY	NEW YORK	10170	420 LEXINGTON AVE, SUITE 2446		KY		000000000	ALPHAVEST ACQUISITION CORP.	20220713	4-NON	0	1231	S-1	20250930			20251230	2025-12-30 16:02:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-029607	1416876	FIRST CHOICE HEALTHCARE SOLUTIONS, INC.	8071	US	FL	MELBOURNE	32901	709 S. HARBOR CITY BLVD.	SUITE 250	(321) 725-0090	US	FL	MELBOURNE	32901	709 S. HARBOR CITY BLVD.	SUITE 250	US	DE	900687379	MEDICAL BILLING ASSISTANCE, INC.	20110107	4-NON	0	1231	S-1/A	20250930			20251230	2025-12-30 16:18:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-029683	2036307	OFA GROUP	8711			CHEUNG SHA WAN,	000000	UNIT B, 16/F, EASY TOWER, 609 TAI NAN WE		85221370122			CHEUNG SHA WAN,	000000	UNIT B, 16/F, EASY TOWER, 609 TAI NAN WE		KY		000000000			4-NON	0	0331	F-1/A	20250331			20251231	2025-12-30 21:59:00.0	0	1	formf-1a_htm.xml	1	
0001493152-25-029689	1502557	KUN PENG INTERNATIONAL LTD.	8200			DONGGUAN, GUANGDONG PROVINCE	100025	1F, BUILDING 3, NO 1001,	HUIHE SOUTH STREET, BANBIDIAN VILLAGE	86-755-26412816			DONGGUAN, GUANGDONG PROVINCE	100025	1F, BUILDING 3, NO 1001,	HUIHE SOUTH STREET, BANBIDIAN VILLAGE			320538640	CX NETWORK GROUP, INC.	20170808	4-NON	0	0930	10-K	20250930	2025	FY	20251231	2025-12-31 06:07:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-029722	2034288	ROCKY MOUNTAINS GROUP LTD	8200	NZ		AUCKLAND	2012	E 242 BUCKLANDS BEACH ROAD	BUCKLANDS BEACH	61 4 05223877	NZ		AUCKLAND	2012	E 242 BUCKLANDS BEACH ROAD	BUCKLANDS BEACH	US	NV	932609396			4-NON	0	0531	10-Q	20251130	2026	Q2	20251231	2025-12-31 09:31:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-029797	1982960	KNOREX LTD.	7370	SG		SINGAPORE	058267	21 MERCHANT ROAD	#04-01	(65) 6956 7483	SG		SINGAPORE	058267	21 MERCHANT ROAD	#04-01	KY		000000000				0	1231	6-K	20250630	2025	Q2	20251231	2025-12-31 16:11:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-029846	2036307	OFA GROUP	8711			CHEUNG SHA WAN,	000000	UNIT B, 16/F, EASY TOWER, 609 TAI NAN WE		85221370122			CHEUNG SHA WAN,	000000	UNIT B, 16/F, EASY TOWER, 609 TAI NAN WE		KY		000000000			4-NON	0	0331	F-1	20250331			20251231	2025-12-31 17:16:00.0	0	1	formf-1_htm.xml	1	
0001493225-25-000090	1493225	NORTHFIELD BANCORP, INC.	6035	US	NJ	WOODBRIDGE	07095	581 MAIN STREET	SUITE 810	(732) 499-7200	US	NJ	WOODBRIDGE	07095	581 MAIN STREET	SUITE 810	US	DE	000000000			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 14:05:00.0	0	1	nfbk-20250930_htm.xml	1	
0001493594-25-000054	1493594	MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	3674	US	MA	LOWELL	01851	100 CHELMSFORD STREET		(978) 656-2500	US	MA	LOWELL	01851	100 CHELMSFORD STREET		US	DE	270306875	M/A-COM TECHNOLOGY SOLUTIONS HOLDINGS, INC.	20100607	1-LAF	1	0930	10-K	20250930	2025	FY	20251114	2025-11-14 16:04:00.0	0	1	mtsi-20251003_htm.xml	1	
0001493712-25-000003	1493712	STIMCELL ENERGETICS INC.	3841	CA	BC	VANCOUVER	V6E 4A4	820 - 1130 PENDER STREET, WEST		(844) 238-2692	CA	BC	VANCOUVER	V6E 4A4	820 - 1130 PENDER STREET, WEST		US	NV	383939625	CELL MEDX CORP.	20141009	4-NON	0	0531	10-Q	20250831	2026	Q1	20251014	2025-10-14 15:32:00.0	0	1	stme-20250831_10q_htm.xml	1	
0001494413-25-000012	1494413	TWO HANDS CORP	7389	US	NY	LOCUST VALLEY	11560	141 PIPING ROCK ROAD		516-384-2577	US	NY	LOCUST VALLEY	11560	141 PIPING ROCK ROAD				334429767	TWO HANDS CORP	20160901	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 17:15:00.0	0	1	twoh9302025q_htm.xml	1	
0001495231-25-000185	1495231	IZEA WORLDWIDE, INC.	7310	US	FL	ORLANDO	32804	1317 EDGEWATER DR #1880		407-674-6911	US	FL	ORLANDO	32804	1317 EDGEWATER DR #1880		US	NV	371530765	IZEA, INC.	20120522	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 16:04:00.0	0	1	izea-20250930_htm.xml	1	
0001495240-25-000028	1495240	GLADSTONE LAND CORP	6798	US	VA	MCLEAN	22102	1521 WESTBRANCH DRIVE	SUITE 100	703-287-5800	US	VA	MCLEAN	22102	1521 WESTBRANCH DRIVE	SUITE 100	US	MD	541892552	GLADSTONE LAND CORP	20100624	4-NON	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:04:00.0	0	1	land-20250930_htm.xml	1	
0001496099-25-000035	1496099	NEW MOUNTAIN FINANCE CORP		US	NY	NEW YORK	10019	1633 BROADWAY	48TH FLOOR	2127300200	US	NY	NEW YORK	10019	1633 BROADWAY	48TH FLOOR	US		272978010	NEW MOUNTAIN GUARDIAN CORP	20100706	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251103	2025-11-03 16:44:00.0	0	1	nmfc-20250930_htm.xml	1	
0001496454-25-000020	1496454	CNL HEALTHCARE PROPERTIES, INC.	6798	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		(407) 650-1000	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		US	MD	272876363	CNL HEALTHCARE TRUST, INC.	20120209	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 10:34:00.0	0	1	chth-20250930_htm.xml	1	
0001497645-25-000101	1497645	SUMMIT HOTEL PROPERTIES, INC.	6798	US	TX	AUSTIN	78738	13215 BEE CAVE PARKWAY	SUITE B-300	512-538-2300	US	TX	AUSTIN	78738	13215 BEE CAVE PARKWAY	SUITE B-300	US	MD	272962512			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:35:00.0	0	1	inn-20250930_htm.xml	1	
0001498372-25-000003	1498372	IWALLET CORP	3669	US	NV	RENO	89502	401 RYLAND ST.	STE. 200A	858-610-2958	US	NV	RENO	89502	401 RYLAND ST.	STE. 200A	US	NV	271830013	QUEENSRIDGE MINING RESOURCES, INC.	20100805	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 12:13:00.0	0	1	iwal-20250930_10q_htm.xml	1	
0001498547-25-000082	1498547	CIM REAL ESTATE FINANCE TRUST, INC.	6798	US	AZ	PHOENIX	85016	2398 EAST CAMELBACK ROAD	4TH FLOOR	602-778-8700	US	AZ	PHOENIX	85016	2398 EAST CAMELBACK ROAD	4TH FLOOR	US	MD	273148022	COLE CREDIT PROPERTY TRUST IV, INC.	20110524	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-13 20:32:00.0	0	1	cmft-20250930_htm.xml	1	
0001498828-25-000006	1498828	HOWARD HUGHES CORP	6798	US	TX	THE WOODLANDS	77380	9950 WOODLOCH FOREST DR.	SUITE 1100	281-929-7700	US	TX	THE WOODLANDS	77380	9950 WOODLOCH FOREST DR.	SUITE 1100	US	DE	364673192	SPINCO, INC.	20100811	4-NON	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 07:08:00.0	0	1	hhc-20250930_htm.xml	1	
0001499200-25-000013	1499200	SABINE PASS LIQUEFACTION, LLC	4924	US	TX	HOUSTON	77002	845 TEXAS AVENUE	SUITE 1250	(713) 375-5000	US	TX	HOUSTON	77002	845 TEXAS AVENUE	SUITE 1250	US	DE	273235920			4-NON	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-29 17:41:00.0	0	1	spl-20250930_htm.xml	1	
0001499275-25-000010	1499275	GROOVY COMPANY, INC.	7372	US	NJ	FAIRFIELD	07004	12 DANIEL RD EAST		404-734-3277	US	NJ	FAIRFIELD	07004	12 DANIEL RD EAST		US	WY	270518586	SANTO MINING CORP.	20150807	4-NON	0	1231	10-Q	20250331	2025	Q1	20251114	2025-11-14 12:33:00.0	0	1	groo-20250331_10q_htm.xml	1	
0001499275-25-000012	1499275	GROOVY COMPANY, INC.	7372	US	NJ	FAIRFIELD	07004	12 DANIEL RD EAST		404-734-3277	US	NJ	FAIRFIELD	07004	12 DANIEL RD EAST		US	WY	270518586	SANTO MINING CORP.	20150807	4-NON	0	1231	10-Q	20250630	2025	Q2	20251124	2025-11-24 10:31:00.0	0	1	groo-20250630_10q_htm.xml	1	
0001499505-25-000045	1499505	ADECOAGRO S.A.	0100	LU		N/A	L-2411	28, BOULEVARD F.W. RAIFFEEISEN		352 2689-8213	LU		N/A	L-2411	28, BOULEVARD F.W. RAIFFEEISEN				000000000			1-LAF	0	1231	6-K/A	20250930	2025	Q3	20251201	2025-12-01 16:34:00.0	0	1	agro-20250930_htm.xml	1	
0001499832-25-000124	1499832	TOWNSQUARE MEDIA, INC.	4832	US	NY	PURCHASE	10577	4 MANHATTANVILLE ROAD, SUITE 107		203-861-0903	US	NY	PURCHASE	10577	4 MANHATTANVILLE ROAD, SUITE 107		US	DE	271996555	TOWNSQUARE MEDIA, LLC	20100824	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 06:12:00.0	0	1	tsq-20250930_htm.xml	1	
0001500217-25-000066	1500217	AMERICAN ASSETS TRUST, INC.	6798	US	CA	SAN DIEGO	92121	3420 CARMEL MOUNTAIN ROAD	SUITE 100	(858) 350-2600	US	CA	SAN DIEGO	92121	3420 CARMEL MOUNTAIN ROAD	SUITE 100	US	MD	000000000			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251031	2025-10-31 15:05:00.0	0	1	aat-20250930_htm.xml	2	1509570
0001500435-25-000095	1500435	GOPRO, INC.	3861	US	CA	SAN MATEO	94402	3025 CLEARVIEW WAY		650-332-7600	US	CA	SAN MATEO	94402	3025 CLEARVIEW WAY		US	DE	770629474	WOODMAN LABS, INC.	20100901	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:59:00.0	0	1	gpro-20250930_htm.xml	1	
0001501585-25-000112	1501585	HUNTINGTON INGALLS INDUSTRIES, INC.	3730	US	VA	NEWPORT NEWS	23607	4101 WASHINGTON AVENUE	909-7, 7J2	(757) 380-2000	US	VA	NEWPORT NEWS	23607	4101 WASHINGTON AVENUE	909-7, 7J2	US	DE	900607005	HUNTINGTON INGALLS INDUSTRIES, INC.	20101124	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 11:47:00.0	0	1	hii-20250930_htm.xml	1	
